id,sound,text
5ONMEdsAWjTa0R3xU1uy,9bfe01f3-6b31-44a6-8d83-a05b761fd0d2.wav,huyu
5ORZQbcap4QatAQB9Vqv,bd581e91-b22b-4e53-b05c-0243be3f49dd.aac,vyote
5OSOFZyHlzlvVMzB9oGp,002736c8-dd09-4533-9848-f8f212888cfd.wav,Ee!
5OobQqrqhVG8a7sFtMHd,bb223b35-8b93-452b-80a2-d3c2b065c346.aac,Hata hivyo
5OpqLlLMNhSVkR7Isywb,ca44c61d-1d9a-40f1-bbbc-abdb8fb897a8.aac,Neema
5P1iEJIgdKVb3tsRZGTa,96bb7a78-11b1-420f-aae7-9866f62fab0b.aac,Akizungumza
5PBLIUq4uQZfTRiyASzE,caf20051-b961-43fb-ae29-710a99314754.wav,tulimwammbia
5PFHCNXv7Ez296NrAUlA,446fd4f4-a61a-4576-b3c7-3852e1b4cfae.wav,Neema
5PFJz1OCG7wfk68uxtHY,2326b867-4deb-4116-81b3-b135bb24661b.wav,amekwama juu ya
5PQbEaex3ozRhSdvhuN9,a443b055-7113-4033-b5ef-55efe804f976.wav,Wamejilalia tangu walipomalizia
5PYa41QEnq6dW0SWPJZG,ad2b5d09-0491-4106-9576-fd7ce6b82f07.aac,Fisi
5PldpTm4zl6VYudXQr7o,8ac2aa47-40ee-43f8-ab47-3a808292c848.wav,wali na
5PnCCEpwN54t7J9pBAwn,9e4545a8-b2ef-4588-b5bb-07f98053c997.wav,Viongozi hawa wanajuana
5PoLm1cga7ULmeLOcdhc,a7dd6aaf-a681-4bf5-9bdd-16412a4907b6.wav,ndani
5Pub5HklUbIKqXT3iUIX,406aad8c-bfce-40a7-be7f-6da2698a4d90.aac,Mshindi wa kwanza
5Q6nbwoVHaDgcytAK28S,cfc78ae3-8c51-4a35-a97f-9d26963989a3.wav,Mbegu
5Q8Cows6SrnxfihKUz6j,7f9911cf-4e60-4fd7-b385-0231d11a3b94.wav,tena na alikua anategemea
5Q8YuX9EUrhh8NiszHGH,f8e6bc79-4d9d-4341-a85a-cec6144b0d88.wav,Jongoo ni mdudu
5QDf3eE5nEKrXs578B4n,5e125f9c-9722-4fd5-9256-4b87beb5163c.wav,Mbegu
5QESwQ0SOOZqli1ttVef,3427515b-a044-44f5-9827-00d466134de3.wav,Unajifanya unajua kila
5QGd9mnLkICxVDnfUi1p,86d4695e-147d-47a3-a206-f620d38ce85c.aac,kutoka damu
5QNMYoaxoJNk14uJijhF,9450f027-2774-4105-ac0e-b5924c154474.wav,kipindupindu katika jimbo
5QT6OtnxDUMcmErxko4U,0ea7177a-4fed-40c1-b98a-a6c344a79eb5.aac,Janabi
5QUu7TQbaaXlXjOCaEvA,9a1ab67f-ef63-40c5-a361-9ab55a40491e.wav,Hakuna
5QZFhRiRgRfot1YxyImk,a70d66f4-dd5c-420c-9a2a-8319c5b57006.wav,juhudi zako katika
5QZGFOoLxLFIPapHejTH,475cc051-dbdb-49b1-bc7b-666abda670f3.wav,uanza kujitokeza nyakati
5Qe7uZ9JhLytoAX6Rguw,6ec1717a-bc30-4ac3-99d4-bc4b42791a8a.aac,ni
5Qei9XLpKHYCRoolhGUm,1d024239-b8c8-4a4d-8237-0757d49dbc46.wav,kula
5QkogzRMtqSwipxTI7Ea,39bf854d-4790-4ccb-b149-3f835e8a2c58.wav,Edeni
5QodRqmUW1VaQ8iMcFJn,9734ed7c-ddd1-4e83-9f9d-20487ba05b57.aac,hilo nalo linawezekana Sasa mwandikiane
5QqmJPVqAwlFtO9EOsmw,44826c34-fd13-4aab-b268-a24a93626f4d.wav,Hebu jifanye kama
5Qtk9tSevWrslXr8R3S2,f34821b5-28b7-465c-8b0a-9c8a1163aeee.wav,yule dada anaolewa bwana
5RA18u15M43mZsfd0Bms,451cec73-f363-4c0f-ad83-ce6d8b70daa8.wav,judo itawakilisha nchi katika
5RDG68IrwGN2rTnUhUph,5d883073-a0f6-48a4-b717-3c781a49a175.wav,hivyo
5RHfEzKiHU9RmBmcildc,b9e00a6a-38cd-42f6-96a5-d4cfa817fed3.aac,Hivyo
5RNqljWOOZbqhocuVDKi,d24c9d90-420c-4590-9889-6becb533b46d.wav,ndio
5RS8VxnXHlbiaj5OJxlg,90923e1e-14db-4b9b-9e56-3db6e6fa97f9.wav,chakula duniani limetembelea
5Rfwk4fFkA6hq0e88ZKf,b1ed2004-db75-49f0-9378-81cc489ee761.wav,Baba
5Ry8x4HIJ0vZvJQdjfmQ,01189d93-fa1d-4bb2-b15a-26eb743ed546.aac,msaada
5Ryu5Gwg91n4Wyq6kImH,f6f845d2-4879-46aa-9844-8d9eefd2df63.wav,zimeshonwa vibaya
5RzSbfMjNck3npWNXwp7,d55dbe9a-c3aa-43af-9329-490fecd10729.wav,nijifanye
5S8qP0hbV15wLAo4CYmD,0620444b-2cd4-46d4-a60c-d0ee49382b4e.wav,mama
5SBjOpoB4iQf5hk3X4In,2d8cc4c1-f706-4ecc-9cad-d63e2baf4276.wav,anaumwa ndio maana
5SC3vkTz8XPtWJTxTYVY,e991563e-63ec-4961-bdfe-c9076e6a0297.aac,raia wa kigeni ambao wanajishughulisha
5SDRXBtw2DlanIYD0cb4,68c2007d-ca34-43fe-b045-22f4b9549b7e.wav,juzuu mia katika
5SGmGTaQ0TjHI0rmUynw,314081de-a8ce-46b1-b9bc-795670e44fe9.wav,Jumamosi ndio siku
5SV42Yd3Oryim2UB9FoZ,bd2ee8db-3697-48c4-8cd2-b0e542f68364.aac,inayoongoza
5SWoprE2cFiuKF9Svppb,a5e9bc9f-6f09-4af6-9c9a-28a53550b3d1.wav,huyu mtu bora
5SXx3USkRPnrx6sAo14w,07c20af8-8e14-4f3e-abc2-f797597456ae.wav,limeunguza
5Sa88aOqKij9VwppcNzc,d71778fc-bdfb-4f90-83fd-355c76f7bc10.aac,Halmashauri
5SecqrTPTiIeuyJJQHkj,5f5eb87c-4ce6-4b7f-94c5-f36829359693.aac,ya karafuu kwa
5Sf22AQ477YBL3fWH2GH,2dcda2ae-2b27-4499-9363-c39cd7632176.wav,hupa juu sana
5Sf3d3CxtCeEJd1BrFGE,b01438b3-7c3e-4a9b-ac1a-289c2ed1ba7a.wav,Aliaga
5SkLkw6EHEeFQutKQQeg,e329268d-895c-4d06-9424-8177955200eb.wav,Ago
5SrvIjTNA0CJlFNU8vvq,32e24d93-d51c-4859-8d95-f2c2f68182e1.wav,Mtume Paulo yupo
5SsvSqdgF2uESgt2TqYt,2c894cba-27ef-40a0-8005-b41d360b708e.wav,Wale
5Swee0Oh4Qn0vomGNT0T,8d0c0a43-8b3f-4c81-ae9a-fd93e5930c97.wav,Ee!
5TK7QIJZFCNRhsNZs8O1,c0fd71ae-33c0-4bba-86ca-ef187e5fdcc0.wav,yasini wamefunga ndoa leo
5TQaMSBPgiMWQE9jcNUS,c1e3a25e-b76d-4f0c-b289-4a012e2a6622.aac,Ajali
5TlisRdKZd0Q86G6gApj,15aaedf2-0b3b-4f11-b2b9-f9162cf8b5fe.aac,mikoa
5Tnhc5hxN8H3dmINh7wk,849033ab-5275-42ab-abc1-b775429f0568.wav,muda ambao jua
5TqYBkfx2R2fnxgiap6h,138dd502-481b-4fea-bc94-6034b5c26692.wav,Ukienda
5TzyDarQL5STrMWxatad,ee9066c3-0835-4b1a-9c1f-406d3aa290d3.aac,kwa nguvu zake zote ghafla
5U9GBdBpIhx1iQOvwgSv,592871a2-8c02-4980-8c19-2a06259d3705.wav,Jodari
5UAecOQQqdIHVMu4dSW9,cc3ca636-7ccb-434c-8279-d5c9be537b5a.wav,kijana ajulikanae kwa
5UPH8A6gS0gRERauT4lK,e516a135-555b-468a-b0ef-26e9f741d9c3.wav,babeli
5UQoylzS4FLNRGhCBFvZ,2a4aa7ad-e29e-4aa0-a901-d81d4a1cd3e0.wav,Leo
5URgTqVIsj85DynrHKRp,b1eec621-d749-4676-ac27-4ef5908d9383.wav,imefika na ni
5Udw61eR4pytEHmt3OZ4,5adda1ac-b16d-493d-92f7-1fdb83be6a6b.aac,hilo lilikuwa
5Ugc2PNT6HQZZU2XZujC,77151424-4c42-4f33-b287-e321b0bc7baf.wav,hawa
5UgzOF5jxzkwC3pkJvjr,52d5a611-82ca-4cc6-9100-ea551042ba54.wav,ukijua
5Uh8if9Rsha6HVgxCB6Z,526f9e7c-9c6d-4368-97f0-cb32501e824a.aac,usalama
5UuJaVDFIeVOTZXWwraz,c5aff84b-3df4-4f08-a3a7-73fc39b1cf7c.wav,siku tulioingoja
5UxW5JIurzdGtYeKOsmf,edb4c8fb-9fac-48df-999a-9685042fa547.wav,anauza viatu bei
5Uz1N9aIereBrbJ35KRm,00886052-f852-46fc-a3aa-de9c60d4f226.aac,kuchukua
5V2DzwYka8yFYm5KDdT3,3687a9e0-f1ba-44e0-a60b-892534fc1427.aac,tisa
5V4TE0UDoegZLOcjlDng,1f814119-110e-4291-afe2-45ea972f9b7e.wav,kama maumivu ya
5VInpm618bKeb9zjyQQ9,421190a9-b653-4798-b775-e18b2d12c858.wav,Leo
5VKNRuLBlmRqqRZBDxuf,586ca953-081f-46ab-96f2-ff3363c4c98b.wav,ni hodari sana
5VXrwT4Rwqr4YWBdtol4,44a300e3-d7d6-4754-a2df-71e02e955082.wav,Badiliko
5Vd6ivDtvhcY271ORqQq,5b0fa3f0-480f-4f6d-9baa-b0607fb2ebbe.aac,zinajumuisha
5Vegk32sDnxoJkp8MB6E,10836eb2-07ca-4e03-8fc1-d5bfb2d0ac54.wav,kabati uniletee
5VgSHrXdbHAxkly4DQRw,1c077ec6-5620-49b6-85c4-0c33fdef2a48.wav,Dada kaingia uani kujikosha
5Vhhvr80zdtqZjc9x4tk,10e6ead0-2d56-43d2-8984-9b3f58781574.aac,mwaka
5VlPTMHFk0d0VS9L7sFO,82f03fe0-11de-4ccd-a48a-8f706643a076.wav,Jamii
5VlYCHIgcIPNQCMYI98F,76d96611-a916-4d7c-9fd6-93652042b0de.aac,wote duniani watakupenda sana 
5VpCZfYPLtSzKSWBjz49,0c8ebdd4-d68b-4431-b31c-9d1b50a89793.aac,Mkaguzi huyo wa Polisi alikuwa
5VrHPLa7ML2DOMxX6CCh,2f7b21be-db58-4a19-9c04-d6bfbea64781.wav,na mbili za viatu
5VuFpvyyQKc8wdSDrjQx,1d2967e5-ab0d-47e2-a990-23437bded7fe.wav,Jamii
5Vud355775Ej6mscfpW7,00749a4b-3b64-4fe6-9e57-baeb0d21035a.wav,Dada kaingia uani
5VyNXn1Py8lRLaW3ehUG,2cc8cb56-316e-49d9-bb8a-652a7a66be50.wav,wa judo ameingia
5WCkd4mcY0fWS2BCsFbO,a12ebd60-d9d5-483c-a46f-05675809be7e.wav,Kuna tofauti ua
5WE329DPj5JzuNPdh6OX,771a29a2-5a3f-4028-8ddd-66d50df0a7e5.wav,Dada
5WH2nA72uoS7qgjoM0ev,3a17e949-f876-44b9-8932-6709d66fa728.wav,mfalme
5WKdhws3baT7g9xJu30U,6994752f-0805-44b6-8f87-646756241aeb.aac,litawezekana
5WNjRAgPwbZ9IVRQk45S,e8c60daa-d173-45a2-b8f3-59b48fcff5b9.wav,wetu
5WSrKcHLyn3YgXNxSo8A,038b0553-7dc5-4d16-b178-21774a5baf23.wav,nikujulishe jambo hili
5We9RO9Iy6CBvnpyE7Ry,920e502d-3d69-49b3-810b-9b247c013d58.wav,wa
5WjQIIiarVym7MiDCRQK,e8d93496-e245-4619-951f-91de6c194344.wav,‘acha
5WloCUdgC8LOf66KcXuF,37dd2e3c-c6d5-4d0a-8bf0-f56eb893ce43.aac,zawadi
5Wti9hbPiElrMW6EvuSh,419e6d63-416e-44b9-a783-68ff9bc36df8.wav,Ukipata
5Wv5MquX2lZfUA7q1Ibx,e8ea7667-94bf-464a-806d-6015094a3d69.wav,kila
5X2pqanRSgPHp0mWUteR,da6cafe3-4112-4c08-8f83-a364b68cbe04.wav,Kiongozi wetu wa mtaa
5X3K3EoIcBYFY78H5ynt,6148f68a-5f20-4b54-b6b4-dfebb085170c.wav,Jinsia
5X6jnWTd0qi7pXIBjWzF,feccd4db-8a50-466b-a544-463516d50fdd.aac,unagharimiwa na serikali ya Tanzania
5X7MZhSSoNyY7dLxZO4r,605c36c8-04ff-4a92-88e6-994b61a13aa7.wav,Tunapaswa
5X9xX7GO7i6fxEGW1q89,df4401fe-451e-493d-9da7-d64c609a2c50.wav,chakula duniani
5XAJEM8C3RQ2ZkR7ew8q,8f43059b-21cc-4698-af4b-f08a280cdc8c.wav,na mbili za
5XAeDHXfssCFgeOey0J6,242c5f6a-ca16-4edf-ba17-2f584ee0c216.aac,Mkurugenzi
5XDE5wJRsFhiNWW6SgCm,e3e9884c-6c56-4081-8353-c601ffb8cede.wav,Maneno yatatokea hapa
5XKUECTDAAhSUuqgcGcc,d9e9e613-8955-4b89-b070-19be1249d97e.wav,abiria
5XLhBxlN82wzHUXdWXLL,aacc481f-7a7e-41ba-bb17-8841a82f61fd.wav,mwanamke
5XVxTf0EAnQMsWJTwQLr,c9f8d70a-95a4-4c66-8e24-c2adf19e9956.aac,wa
5XasuWM6L1LtzozZpcy8,594b261a-8a8a-45d9-b2ef-cb59ac56cdaf.aac,Mheshimiwa Jaffo
5XbrZdBBvkpdEAjY1XzB,2a6e8e8f-deeb-4a3c-8f7d-6e2c2a9c5cd2.wav,adhabu
5XhjTC5yKCWBJP4TWkm1,35c55c3e-e627-4e88-a2be-d5e3444653cb.wav,wakuigwa na
5Xl9qUqBGjTY8Grsn5Pb,69c72f4e-cb82-480d-af3d-d0ed9d419b88.wav,Magari
5XoicOFQvXvnP9q2uAqG,0e9b74ea-db13-40df-a860-6407bbd503df.aac,Habari wa Manispaa
5YJoSWZjlRisTOI4EgMA,578e4d28-43c6-435a-964d-1625281e5181.aac,ya
5YM69sNVgFaJekEF9zC5,26e3ecb0-03b3-4705-a184-3ba245184b63.wav,Kunatofauti ya jioni
5YOohx3TzamcQLcFDSb3,e8db5872-d83b-4217-bd49-7bc964468f55.wav,katika
5YU2osgdhapx1IBsYiko,fb33ca11-92f6-4ff2-8ef4-4759bd6002ca.aac,Kauli hiyo ya
5YXrsUaJxiKyCJ26karE,e6578402-832e-45bc-bba4-70b9b365ea9d.wav,Baba
5YYG3IbXSKKmtvfV7js8,18995ada-55f9-4f83-8baa-93e8726c41f3.wav,la dunia litachezwa mwakani
5YfQGsnpt0o40AyZp7dk,39b7cd69-5511-43f9-bfdc-4f9364a6956d.wav,ya ugali
5Yi4IEm2ozLxorZDPqTv,efa44efc-a6db-41f0-a12c-0f11497a653b.aac,zote zinaingiza
5YlSrrSCTWdxnkeh8ybg,35468524-acc7-4e5d-a825-8ba3706ece02.wav,wa kwanza kitaifa kwenye
5YlhehKnbE18lyY2SkF4,c2e39e5c-f7f8-4fe9-9ddb-2bbe50d79822.aac,thamani
5YucS0UcIbn2656MWuCO,51dd8b47-ad85-4623-92a9-f1d418100f30.wav,Imeni juzuu nikujulishe
5Z8DpjDXBWw0AqBmAheM,458715f4-cdbf-456e-bb7d-a8cb6328f871.wav,anatengeneza majiko makubwa
5Z9tM585R8GgWm3TL7Lb,cfe16430-c1b9-4c22-9adb-2b8cd4ffb199.wav,Uwanja
5Z9u3dcHsJ4YFAdEtSbg,95e38b07-e140-4f35-b6d7-eb4794809bc1.wav,Dada
5ZLC3MEcXckFJ4T1ORzs,8ecf16fe-b4ed-423f-8b33-7d344cbba1c1.wav,Kaa ukijua kua
5ZQlLuZR9Ioan6FZ5Pcl,f5208d99-db05-41c8-a990-1a0d56a257bf.wav,Jua
5ZRpN4YA6qVWnqPrXsYT,eae74d86-4634-40a6-8e24-db2fce1d435b.wav,achari
5ZcbfN2QhzAv4KYBfUHd,27fee64d-bf77-437b-a4a6-6c7f7ebf8bfa.aac,kelele
5ZngHxdhqdOb6P6NHGHT,840d18f7-af7d-43b6-90b2-162c5cffe23b.wav,vitu kwa jumla
5ZpQLWGju0biRKwI08Vu,828e4aa3-1885-42a6-86ea-541a527c7c68.wav,Wanyama
5ZxcpdS5ssXDwIFXcHku,8ac96689-40b0-4b32-ae87-0ac097f28d93.wav,juhudi
5ZzWLzb7CUgNtW4jH2rq,35a480f0-c746-4127-8167-0c8fc9f5f4ac.wav,juzuu nikujulishe jambo
5a6IpXT6kQhKXPfzDWVp,896e5ae2-8224-481c-9f62-80f726258d67.wav,wali afiki
5aAc3m3Xh15ZrjPUHhaK,56572ec7-d358-4560-aa68-3fd9f8d61d39.aac,haraka sana Ujui
5aG8o54fIH7r0d3K51Lf,94f197a5-efe2-4104-8ab0-be3daa1fdf9b.aac,matrekta
5aGWNCzJQ9rZyn9wsLA0,62878c04-1058-423b-9499-7eb0af689f62.aac,makubaliano yaliyokuwapo kwenye mikataba yao
5aHVidHR5ICheSylSyHz,2ae0f86f-313b-400a-b7e7-344715a14865.wav,makali kama maumivu
5aUBurGbUtothW4GlkUe,5ab2d35b-003e-48b1-a800-7174e488c309.wav,mwaka
5aV0Y4pYY4u3xgOWAHDH,333eb53a-a7f5-4987-bf28-e79e05096d7d.wav,Ni lazima kwa
5agbSNnt1MX6E2ybmYop,03048682-c380-4d7b-8ce3-642f7e5a3487.aac,ukindu
5aqBy8azeR5GIuMqgQCy,be4a80fe-5454-4d53-ab54-44b7ae43ce99.wav,Wanyama
5arNtI1b2R7UhjuC02dM,25e20e9c-014f-44ce-941d-49a6e42c199f.wav,kichwa
5auOvSHVLu0IseWqYTCF,c8ba5763-ee79-43d0-a771-bdb3935b3196.aac,wa
5b6EdMObG1fnXdAeYiDO,9c6d5b6e-3d81-44c8-8042-d4bacb155dd7.aac,Mongella aliagiza
5bEXI8TMyhF7e9Vwp67P,e39ed0c9-a32d-4c62-be25-c115d2184836.wav,kutembelea majumba ya
5bLYb39M2EaQ3Qb4RpQO,d3e9c6b3-e18b-40cd-a537-d7615b3b2b3d.wav,michezo
5bVkXfDfQ68EuwrDQS7c,2e06f87d-d1fc-4e8b-8646-f635d424f216.aac,mkubwa wa madini
5bWN2oFnepMgA8mFPd0y,edddc265-130d-406b-b8b0-701c99f5240b.wav,Nikipata
5bcyeff9S46j2ZEvLzmV,ff73b53f-97aa-4db7-b9af-ea1ccdb47a9d.wav,ni
5bpsKw8cvjlStQ9L5mL0,e0316246-6a67-4fd2-a90a-f3d7dade7252.wav,wakuigwa na vijana
5btlQMhlqCb43CDNid1J,fb3bc470-3c0a-4109-b737-f5098b08016d.aac,isiyokidhi mahitaji
5byksPhFOJQrxQJzPhsT,95a44ea8-0291-4ad7-abda-a60313ef71bb.wav,wanatakiwa kuondoka leo
5c3oKZeCmNRfpq282MFd,50f99546-4158-4c93-a40e-698c82c92f96.wav,mtukufu wa ramadhani
5c4fRPCWImUkPLKNM9IW,1adc4b56-786c-42f5-bcbf-1a527629b001.aac,kweli
5c8JjQKi0I2xwi1GCRrv,b43a1aeb-e500-457f-9bdb-5557a77998fe.wav,adhabu sahihi
5c8zcRnqBX5KflGrePiU,ce2dd11c-db02-4f6c-948a-1248e010de67.wav,Mama
5cCRu4sMYdoUigG05BlF,7c8f5680-e7d2-4ef1-b2fa-7be2b1fd8c3a.wav,mwako kuna jongoo
5cE2tG9a7uz0jns5dhpL,f8f52e16-cacf-4706-86d2-c3784ab64475.wav,hili ni la
5cG9IDEuWP5OcHTPgRdD,671f3078-553a-4fc2-93e2-9023da5984cd.wav,kesi yenu nimeamua
5cLhkxkTbdgGVdMx9nHb,fd10221d-cbd5-456c-9e30-222b39750e1f.aac,binadamu
5cdsKRBBTlcfIeVzD4yI,3f7b9f97-01c1-4d81-833d-f25d6837c04a.wav,juzuu ya kwanzahivyo anaanza
5cpqoviWzZnnqUmfLz0l,c20cb4ec-c757-497e-8a8d-9c17ef4ee7d0.wav,Najivunia zawadi ya simu
5cyj2olPy7dn9Fks4YAv,456f3912-9edc-4280-be1a-815c58de57f9.aac,uliofanyikia katika ndani
5d0Ulerc1xFPkOQ48VV2,f0ee84a0-0dcb-4080-aff3-b1e6a4d262ee.wav,Timu ya wacheza
5dOJ1BaExLlVBA1tXjlo,5cb1fdfb-28e7-4595-96b4-86135e4f9a28.aac,kuiba
5dSzV6ZpOIILesbh0wSH,123c4bfa-91f7-44eb-8f42-34f757478249.wav,vizuri
5dUc919rTKVtAFe4O6Iq,cd39bb39-c70a-4f90-bf67-7563875700c7.wav,Kutakua na jubilii
5dVyNOTE4ix7x8YfsyzG,30a1985b-d03f-46ba-a44d-488926c99d74.wav,Jua
5dWYaPWNrph7h2gXsi1p,4d86a39b-6cc9-4cb0-8625-2e6d9fe56aa3.aac,Manispaa
5da6Huko2CQRda6lhwqB,a0c35d79-6a95-4aeb-8174-288e59cca1c6.wav,Ee!
5devkgTPjb3XghuuKac9,5582a721-6df7-49dc-b222-bffcbc558281.aac,ni chanzo kikubwa
5dfWp5AB8rq0l5uIPI3Y,66604299-e53a-49d5-bdf6-54a63584f00f.wav,kujihusisha kwenye mijadala
5di2UahVdOAl5ET8RhIg,b5e2191b-97ea-4ebb-b7e3-223c5975314a.wav,sana kujigamba huyu
5dorwMrWskM8ydt2KCm4,3626698d-fad7-4b8f-9bb1-04702c34f545.aac,itaweza kutoa leseni kwa njia
5driY5mZXm4dcw1aLswd,5c0612bb-dce5-4db1-888a-1f80756597e9.wav,Kujigamba kote kule
5dvWzkHKJpPHlj8BRryI,de99c7fa-5737-4d4b-b9d6-b541eedc860d.wav,limetoka kwa
5e2PZdZ5BQtlICHZnX7H,04501f24-7171-4f7c-8753-a8841011f060.wav,Anapenda sana kujigamba
5eNXt3zioJaeA12ZSDZS,3f3b76e2-9543-4db0-9336-ceba9e14b8ad.aac,Shangarai
5eNfL8zrQ0V3nd2gRC55,96fa5834-b187-4552-afbe-f89d576106e1.wav,Dawa
5ePzCfkam2L8AVAXUpXn,2c14664e-43c3-4794-a5bf-258956781d36.wav,Vijana wetu wanafanya
5eSho3vbs0zztP7c1FTd,215d27a3-152e-47d9-8899-7ef4d8c8f09f.wav,kwa adapta
5eXagqKxn7M1rT1bGni7,53cd5f00-8a16-4d57-98f1-c6e6f5f77413.wav,Yule
5eZ82rRaDpyBpTNrANWI,463e9196-39a4-4c13-9d63-69e4c195fdad.wav,baba ake mama ni
5ebcqBdLMNd1P4wy8OdI,ffc36e2a-e3ae-4645-a0b3-3a861626eab1.wav,Waingereza
5ejz3NKY06lYihNbAqbl,6a8ccbe3-0ceb-454f-a6d8-4e114ea48621.wav,Moja jumlisha
5eqXXdsDg83rqztu2k8J,f835aa19-7635-4562-b02e-108ed99c166f.aac,majina
5euf3fHXge1LClQSUoxg,06c946cf-2ab0-492d-a167-d8d775f326c8.wav,jozi tatu za
5f7onKZhPsYfoBeGi6Vi,7e44e2bd-fc50-47fb-8b07-bd89b1687813.aac,nchi
5fFKFYH8VesP1izJSJSg,a3a5a75e-cf84-4d82-b97c-98e4bf0cfe4b.wav,jiko zuri mno
5fFmQkgos9mBFiMK3GpX,91f77842-8184-4c6a-a87a-429becd77a2c.wav,unajua
5fL0ssF05KQDekUPBtuH,4d6000b2-88e0-40a3-8549-a19672049dca.wav,machicha yasiingie kwenye mchuzi
5fVY0EoeNKdDBLBVHcPW,dbdeffff-81b1-49fd-ada6-12f146488d52.wav,baadhi
5fWFFp392ufpgDzG1HQB,36dc69e2-12c2-4282-954a-75e9e04bc6f9.wav,bado hakijaiva
5fYO2g0EffqDw6ka11nD,14eb7f88-1b2e-4b90-bd1a-2ace55185470.wav,Kunatofauti ya jioni
5fZe0UPOlTmlujkpz0fV,86134691-7fc1-460a-a3a8-c87432fc1e9a.wav,juu sana kupita
5feehW861knvcbD7bClC,fe2f1f0f-a06f-4320-8c95-c6ba7b856765.wav,mafahali watatu
5fgQJQMeOIrTLUADpUG9,f9e1ce7d-fb83-4df1-92bd-1ce073c8c0ff.wav,Ukibadilisha
5fi5pNR60o5SeYTyKa9K,cce642e4-c2d4-4f0b-9405-d10fd93e1239.wav,wa
5flrB4k5mQfDDcTgzTtG,20484880-56d8-4d21-b24c-139e951185a6.wav,nikujulishe jambo hili
5fsc3MlCj3Z10QubjpbG,8e3d26d2-640d-4d3f-a701-3e8478dd9119.wav,atakuja
5gAaAVA4U0CnemlmsLpI,4d4cc27a-488b-49fe-a539-11a78c0f9c41.wav,ni samaki mtamu
5gHEPWgxsNUJAmv9KYEK,86d333f7-1102-4a75-82a8-df8c77dde7d4.wav,kidato cha kwanza
5gKTMeDkBjvufDIEskcY,020246f0-e0d1-4c3b-bd46-2f9a88d3c31b.wav,Watu
5gMx4oXACBZX4VtURNu7,2e1342de-f4c7-4683-9e09-78cff6b2557b.wav,wao atajivua gamba
5gN65O97EzB7UdM8LA03,e39926b9-3931-4911-99c7-1c014cd790b3.wav,Kwetu tunapenda kula
5gNK7Z7e2P6kqpTSa9to,27d405e0-f79b-4de4-a94c-6527c68cb2c8.wav,huu ni kuwafahamisha juu
5gPnmsi4dPFS1ySlOUx4,0b1d7045-cc3c-42bc-b762-9323810fbf63.wav,siku tulioingoja imefika
5gVmVVcqCgETDq8C6Yok,2fc56e8c-3363-47b7-bef0-2c5a180d695a.aac,mnyama
5gwCA2nuZTkhZnk3YhU1,82207018-a10f-4b85-8446-1395a290a0a6.wav,Viongozi hawa wanajuana
5gzeFYk23HdiSHImM2pZ,16c2a3cc-b002-498d-9abb-1e76c9a2ee37.wav,Nimetoka kwenye jubilii
5hAl4sbq5VIDKvGL4iYD,1af48668-4980-4cac-be4e-ca8f581982c7.wav,Wanafunzi wa kidato
5hNth1F2YSpuUlC1BmXw,5a825720-211c-4583-af4d-15d474984c6a.wav,na huyu mtu
5haV8g4dGoRctpyQBTbE,b4fd9493-e6ea-41f1-bbab-95f7bd4adb41.aac,Mboya ambaye
5hb8ZWqz4J4Nunw62uQA,3d33a677-5260-4dba-b234-ed0efda0895a.aac,na wa
5hdjHzRQjzIvBNJTERru,a4162617-f5ec-49eb-9b3e-ca34d0a71d2f.wav,Wababe
5heqMDiEGGwDZ555DBFG,3cfecc00-cbea-4dc4-9f69-fcc7fc7f993b.wav,wanafunzi
5hmgjcJPspSC0B9R8rVs,e00a7a43-cd45-4559-b300-92958f8776df.wav,abiria
5hmtqoiPsJ80VhWMRVm1,af6381e8-3a7e-4e26-a5cb-6cf910953014.wav,Nenda
5hoGEO0CAKywlSr67hoM,b810b040-fe5c-4b02-b78b-7e89eb3618a8.wav,Jumamosi ndio siku
5hsTLEkQq3qCf5JFyJB0,0ac55a62-0c13-467f-aea5-ec74ab10a96a.wav,hili linamaanisha mambo ya
5hvT0bWu159M2yN2HN6x,e06b9866-f15c-4abc-9b7b-402a513a0cdb.aac,kwa magendo na
5hy3ZoaweDKUOnQjjECn,1a539ff8-d5f4-403e-a23f-70667ead8360.wav,Huwezi
5iPZ0kNs5jgaRpj5VwgF,d952fc2d-2850-4029-a4a1-d770e4f7fcf1.wav,Ni
5iX8Iv84CMIEvtQxYvAt,937e8cd8-dfc5-4bfb-bc2d-e4c441fc6803.wav,kwa muhindi kuna
5ie0ey6T8joPBATjwqCO,30185984-7721-4879-acbf-42a3da6f924d.wav,mdudu anaeteleza kupita
5iq1nIQLBPgaaqPURvYZ,669f806f-b63d-4db0-b429-146174520006.wav,ndio maana ame
5ivYJOkx8xHzd6Dm4gmh,016fbaea-375d-487d-b484-d4e7bd7495e2.wav,na jumuia
5ivysnOd1U4hp6oCxe7b,47e9571c-1799-4444-9fab-6ee18af004dc.wav,kaka
5iz6FaXDRpEx2nb2xQV4,fa05e37b-e175-4abd-9aef-38aac430cba2.aac,Serikali inatumia fedha nyingi
5j7am0nKr0kjiKcv4mor,f3fe362d-4dd0-43f0-bbf0-dcaae36b1cb2.aac,Samahani
5jQ6PFybhfXf0UfBXeek,8de7b3d7-baf8-4092-a4e8-3f747e24d41f.wav,ni samaki mtamu
